week_ending_date,state,data_as_of,COVID_deaths_weekly,COVID_deaths_total,crude_COVID_rate_weekly,aa_COVID_rate_weekly,crude_COVID_rate_total,aa_COVID_rate_total,COVID_pct_of_total_weekly
2022/2/12,AK ,2024/12/5,25,1226,3.4,3.4,167.3,180.8,21.2
2022/2/19,AK ,2024/12/5,23,1249,3.1,3.3,170.5,184.1,18.1
2022/2/26,AK ,2024/12/5,16,1265,,,172.7,186.2,16.7
2022/3/5,AK ,2024/12/5,17,1282,,,175,188.8,15.5
2022/3/12,AK ,2024/12/5,,1289,,,175.9,189.8,
2022/3/19,AK ,2024/12/5,,1293,,,176.5,190.4,
2022/3/26,AK ,2024/12/5,,1300,,,177.4,191.2,
2022/4/2,AK ,2024/12/5,,1303,,,177.8,191.5,
2022/4/9,AK ,2024/12/5,,1308,,,178.5,192.3,
2022/4/16,AK ,2024/12/5,,1311,,,178.9,192.8,
2022/4/23,AK ,2024/12/5,,1316,,,179.6,193.7,
2022/4/30,AK ,2024/12/5,,1322,,,180.4,194.9,
2022/5/7,AK ,2024/12/5,,1326,,,181,195.5,
2022/5/14,AK ,2024/12/5,,1331,,,181.7,196.3,
2022/5/21,AK ,2024/12/5,,1335,,,182.2,197.1,
2022/5/28,AK ,2024/12/5,,1339,,,182.8,197.8,
2022/6/4,AK ,2024/12/5,,1345,,,183.6,198.7,
2022/6/11,AK ,2024/12/5,,1348,,,184,199.1,
2022/6/18,AK ,2024/12/5,,1352,,,184.5,199.7,
2022/6/25,AK ,2024/12/5,,1357,,,185.2,200.6,
2022/7/2,AK ,2024/12/5,,1365,,,186.3,201.8,
2022/7/9,AK ,2024/12/5,,1369,,,186.9,202.5,
2022/7/16,AK ,2024/12/5,,1376,,,187.8,203.8,
2022/7/23,AK ,2024/12/5,,1379,,,188.2,204.3,
2022/7/30,AK ,2024/12/5,,1385,,,189,205.4,
2022/8/6,AK ,2024/12/5,,1389,,,189.6,206.1,
2022/8/13,AK ,2024/12/5,,1394,,,190.3,206.7,
2022/8/20,AK ,2024/12/5,,1401,,,191.2,207.7,
2022/8/27,AK ,2024/12/5,,1404,,,191.6,208.2,
2022/9/3,AK ,2024/12/5,,1410,,,192.4,209,
2022/9/10,AK ,2024/12/5,,1416,,,193.3,210,
2022/9/17,AK ,2024/12/5,,1419,,,193.7,210.4,
2022/9/24,AK ,2024/12/5,,1425,,,194.5,211.4,
2022/10/1,AK ,2024/12/5,,1428,,,194.9,211.8,
2022/10/8,AK ,2024/12/5,,1431,,,195.3,212.3,
2022/10/15,AK ,2024/12/5,,1434,,,195.7,212.8,
2022/10/22,AK ,2024/12/5,,1437,,,196.1,213.4,
2022/10/29,AK ,2024/12/5,,1439,,,196.4,213.7,
2022/11/5,AK ,2024/12/5,,1441,,,196.7,213.9,
2022/11/12,AK ,2024/12/5,0,1441,0,0,196.7,213.9,0
2022/11/19,AK ,2024/12/5,,1442,,,196.8,214.1,
2022/11/26,AK ,2024/12/5,,1445,,,197.2,214.7,
2022/12/3,AK ,2024/12/5,0,1445,0,0,197.2,214.7,0
2022/12/10,AK ,2024/12/5,,1447,,,197.5,215,
2022/12/17,AK ,2024/12/5,,1448,,,197.6,215.2,
2022/12/24,AK ,2024/12/5,,1452,,,198.2,215.9,
2022/12/31,AK ,2024/12/5,,1454,,,198.5,216.3,
2023/1/7,AK ,2024/12/5,,1457,,,198.9,216.7,
2023/1/14,AK ,2024/12/5,,1459,,,199.1,216.9,
2023/1/21,AK ,2024/12/5,,1461,,,199.4,217.4,
2023/1/28,AK ,2024/12/5,,1463,,,199.7,217.7,
2023/2/4,AK ,2024/12/5,0,1463,0,0,199.7,217.7,0
2023/2/11,AK ,2024/12/5,,1469,,,200.5,218.9,
2023/2/18,AK ,2024/12/5,,1474,,,201.2,219.7,
2023/2/25,AK ,2024/12/5,,1476,,,201.5,219.9,
2023/3/4,AK ,2024/12/5,,1478,,,201.7,220.2,
2023/3/11,AK ,2024/12/5,,1480,,,202,220.4,
2023/3/18,AK ,2024/12/5,,1483,,,202.4,221,
2023/3/25,AK ,2024/12/5,,1484,,,202.5,221.1,
2023/4/1,AK ,2024/12/5,0,1484,0,0,202.5,221.1,0
2023/4/8,AK ,2024/12/5,0,1484,0,0,202.5,221.1,0
2023/4/15,AK ,2024/12/5,,1487,,,203,221.7,
2023/4/22,AK ,2024/12/5,,1489,,,203.2,222.1,
2023/4/29,AK ,2024/12/5,,1491,,,203.5,222.5,
2023/5/6,AK ,2024/12/5,,1492,,,203.6,222.7,
2023/5/13,AK ,2024/12/5,,1493,,,203.8,222.9,
2023/5/20,AK ,2024/12/5,,1494,,,203.9,223.1,
2023/5/27,AK ,2024/12/5,,1495,,,204,223.3,
2023/6/3,AK ,2024/12/5,,1497,,,204.3,223.7,
2023/6/10,AK ,2024/12/5,,1498,,,204.5,223.9,
2023/6/17,AK ,2024/12/5,,1501,,,204.9,224.4,
2023/6/24,AK ,2024/12/5,,1502,,,205,224.6,
2023/7/1,AK ,2024/12/5,0,1502,0,0,205,224.6,0
2023/7/8,AK ,2024/12/5,,1504,,,205.3,225,
2023/7/15,AK ,2024/12/5,,1507,,,205.7,225.4,
2023/7/22,AK ,2024/12/5,,1510,,,206.1,226.1,
2023/7/29,AK ,2024/12/5,,1512,,,206.4,226.5,
2023/8/5,AK ,2024/12/5,,1515,,,206.8,227,
2023/8/12,AK ,2024/12/5,,1516,,,206.9,227.1,
2023/8/19,AK ,2024/12/5,0,1516,0,0,206.9,227.1,0
2023/8/26,AK ,2024/12/5,,1519,,,207.3,227.7,
2023/9/2,AK ,2024/12/5,,1521,,,207.6,228.1,
2023/9/9,AK ,2024/12/5,,1523,,,207.9,228.5,
2023/9/16,AK ,2024/12/5,,1524,,,208,228.7,
2023/9/23,AK ,2024/12/5,,1528,,,208.6,229.2,
2023/9/30,AK ,2024/12/5,,1533,,,209.2,229.9,
2023/10/7,AK ,2024/12/5,,1536,,,209.6,230.4,
2023/10/14,AK ,2024/12/5,,1540,,,210.2,231,
2023/10/21,AK ,2024/12/5,,1541,,,210.3,231.1,
2023/10/28,AK ,2024/12/5,,1543,,,210.6,231.6,
2023/11/4,AK ,2024/12/5,,1547,,,211.1,232.2,
2023/11/11,AK ,2024/12/5,0,1547,0,0,211.1,232.2,0
2023/11/18,AK ,2024/12/5,,1550,,,211.6,232.6,
2023/11/25,AK ,2024/12/5,0,1550,0,0,211.6,232.6,0
2023/12/2,AK ,2024/12/5,0,1550,0,0,211.6,232.6,0
2023/12/9,AK ,2024/12/5,0,1550,0,0,211.6,232.6,0
2023/12/16,AK ,2024/12/5,,1551,,,211.7,232.8,
2023/12/23,AK ,2024/12/5,,1553,,,212,233,
2023/12/30,AK ,2024/12/5,0,1553,0,0,212,233,0
2024/1/6,AK ,2024/12/5,0,1553,0,0,212,233,0
2024/1/13,AK ,2024/12/5,,1554,,,212.1,233.1,
2024/1/20,AK ,2024/12/5,,1558,,,212.6,233.8,
2024/1/27,AK ,2024/12/5,,1560,,,212.9,234.1,
2024/2/3,AK ,2024/12/5,,1563,,,213.3,234.7,
2024/2/10,AK ,2024/12/5,,1565,,,213.6,235,
2024/2/17,AK ,2024/12/5,,1569,,,214.1,235.6,
2024/2/24,AK ,2024/12/5,,1571,,,214.4,235.9,
2024/3/2,AK ,2024/12/5,,1573,,,214.7,236.3,
2024/3/9,AK ,2024/12/5,,1578,,,215.4,237,
2024/3/16,AK ,2024/12/5,,1580,,,215.6,237.4,
2024/3/23,AK ,2024/12/5,,1582,,,215.9,237.6,
2024/3/30,AK ,2024/12/5,,1585,,,216.3,238.2,
2024/4/6,AK ,2024/12/5,0,1585,0,0,216.3,238.2,0
2024/4/13,AK ,2024/12/5,0,1585,0,0,216.3,238.2,0
2024/4/20,AK ,2024/12/5,,1587,,,216.6,238.4,
2024/4/27,AK ,2024/12/5,,1588,,,216.7,238.7,
2024/5/4,AK ,2024/12/5,0,1588,0,0,216.7,238.7,0
2024/5/11,AK ,2024/12/5,,1589,,,216.9,238.8,
2024/5/18,AK ,2024/12/5,,1591,,,217.2,239.2,
2024/5/25,AK ,2024/12/5,,1592,,,217.3,239.4,
2024/6/1,AK ,2024/12/5,0,1592,0,0,217.3,239.4,0
2024/6/8,AK ,2024/12/5,0,1592,0,0,217.3,239.4,0
2024/6/15,AK ,2024/12/5,0,1592,0,0,217.3,239.4,0
2024/6/22,AK ,2024/12/5,,1593,,,217.4,239.7,
2024/6/29,AK ,2024/12/5,,1594,,,217.6,239.8,
2024/7/6,AK ,2024/12/5,,1595,,,217.7,240,
2024/7/13,AK ,2024/12/5,,1596,,,217.8,240.1,
2024/7/20,AK ,2024/12/5,,1597,,,218,240.3,
2024/7/27,AK ,2024/12/5,,1600,,,218.4,240.9,
2024/8/3,AK ,2024/12/5,,1602,,,218.7,241.1,
2024/8/10,AK ,2024/12/5,,1604,,,218.9,241.5,
2024/8/17,AK ,2024/12/5,,1607,,,219.3,242.1,
2024/8/24,AK ,2024/12/5,,1609,,,219.6,242.4,
2024/8/31,AK ,2024/12/5,,1610,,,219.7,242.6,
2024/9/7,AK ,2024/12/5,,1611,,,219.9,242.8,
2024/9/14,AK ,2024/12/5,0,1611,0,0,219.9,242.8,0
2024/9/21,AK ,2024/12/5,,1615,,,220.4,243.6,
2024/9/28,AK ,2024/12/5,0,1615,0,0,220.4,243.6,0
2024/10/5,AK ,2024/12/5,,1618,,,220.8,244.1,
2024/10/12,AK ,2024/12/5,,1619,,,221,244.2,
2024/10/19,AK ,2024/12/5,0,1619,0,0,221,244.2,0
2024/10/26,AK ,2024/12/5,0,1619,0,0,221,244.2,0
2024/11/2,AK ,2024/12/5,0,1619,0,0,221,244.2,0
2024/11/9,AK ,2024/12/5,,1620,,,221.1,244.4,
2024/11/16,AK ,2024/12/5,0,1620,0,0,221.1,244.4,0
2024/11/23,AK ,2024/12/5,0,1620,0,0,221.1,244.4,0
2024/11/30,AK ,2024/12/5,0,1620,0,0,221.1,244.4,0
2020/1/4,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/2/15,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/2/22,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/2/29,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/3/7,AZ ,2024/12/5,0,0,0,0,0,0,0
2020/3/14,AZ ,2024/12/5,,,,,,,
2020/3/21,AZ ,2024/12/5,,,,,,,
2020/3/28,AZ ,2024/12/5,32,39,0.4,0.4,0.5,0.5,2.5
2020/4/4,AZ ,2024/12/5,55,94,0.8,0.6,1.3,1,4.2
2020/4/11,AZ ,2024/12/5,92,186,1.3,1,2.6,2,6.7
2020/4/18,AZ ,2024/12/5,99,285,1.4,1.1,3.9,3.1,7.7
2020/4/25,AZ ,2024/12/5,109,394,1.5,1.2,5.4,4.3,7.9
2020/5/2,AZ ,2024/12/5,110,504,1.5,1.2,6.9,5.5,7.9
2020/5/9,AZ ,2024/12/5,130,634,1.8,1.5,8.7,7,9.3
2020/5/16,AZ ,2024/12/5,124,758,1.7,1.4,10.4,8.4,9.5
2020/5/23,AZ ,2024/12/5,99,857,1.4,1.1,11.8,9.5,7.9
2020/5/30,AZ ,2024/12/5,125,982,1.7,1.4,13.5,10.9,9.6
2020/6/6,AZ ,2024/12/5,135,1117,1.9,1.5,15.4,12.4,9.7
2020/6/13,AZ ,2024/12/5,173,1290,2.4,1.9,17.7,14.3,11.9
2020/6/20,AZ ,2024/12/5,206,1496,2.8,2.3,20.6,16.6,13.5
2020/6/27,AZ ,2024/12/5,248,1744,3.4,2.8,24,19.4,15.6
2020/7/4,AZ ,2024/12/5,389,2133,5.3,4.3,29.3,23.7,22
2020/7/11,AZ ,2024/12/5,499,2632,6.9,5.4,36.2,29.1,25.9
2020/7/18,AZ ,2024/12/5,537,3169,7.4,5.8,43.6,35,27.5
2020/7/25,AZ ,2024/12/5,469,3638,6.4,5.1,50,40.1,25.6
2020/8/1,AZ ,2024/12/5,384,4022,5.3,4.2,55.3,44.3,21.8
2020/8/8,AZ ,2024/12/5,306,4328,4.2,3.3,59.5,47.5,19.6
2020/8/15,AZ ,2024/12/5,236,4564,3.2,2.6,62.7,50.1,15.7
2020/8/22,AZ ,2024/12/5,166,4730,2.3,1.8,65,52,11.3
2020/8/29,AZ ,2024/12/5,127,4857,1.7,1.3,66.8,53.3,8.8
2020/9/5,AZ ,2024/12/5,95,4952,1.3,1.1,68.1,54.4,7.4
2020/9/12,AZ ,2024/12/5,63,5015,0.9,0.7,68.9,55,5
2020/9/19,AZ ,2024/12/5,65,5080,0.9,0.7,69.8,55.8,5.2
2020/9/26,AZ ,2024/12/5,54,5134,0.7,0.6,70.6,56.4,4.2
2020/10/3,AZ ,2024/12/5,35,5169,0.5,0.4,71,56.8,2.9
2020/10/10,AZ ,2024/12/5,56,5225,0.8,0.6,71.8,57.4,4.5
2020/10/17,AZ ,2024/12/5,46,5271,0.6,0.5,72.4,57.8,3.7
2020/10/24,AZ ,2024/12/5,60,5331,0.8,0.6,73.3,58.5,4.7
2020/10/31,AZ ,2024/12/5,83,5414,1.1,0.9,74.4,59.4,6.4
2020/11/7,AZ ,2024/12/5,118,5532,1.6,1.3,76,60.7,8.6
2020/11/14,AZ ,2024/12/5,122,5654,1.7,1.3,77.7,62,9.8
2020/11/21,AZ ,2024/12/5,199,5853,2.7,2.1,80.4,64.2,13.2
2020/11/28,AZ ,2024/12/5,294,6147,4,3.2,84.5,67.3,19.7
2020/12/5,AZ ,2024/12/5,408,6555,5.6,4.5,90.1,71.8,24.3
2020/12/12,AZ ,2024/12/5,556,7111,7.6,6,97.7,77.8,28.5
2020/12/19,AZ ,2024/12/5,715,7826,9.8,7.7,107.6,85.5,34.7
2020/12/26,AZ ,2024/12/5,756,8582,10.4,8.2,117.9,93.7,34.7
2021/1/2,AZ ,2024/12/5,856,9438,11.8,9.2,129.7,102.9,38.1
2021/1/9,AZ ,2024/12/5,913,10351,12.5,9.9,142.3,112.7,38.5
2021/1/16,AZ ,2024/12/5,971,11322,13.3,10.4,155.6,123.1,40.5
2021/1/23,AZ ,2024/12/5,930,12252,12.8,10.1,168.4,133.2,39.5
2021/1/30,AZ ,2024/12/5,749,13001,10.3,8.1,178.7,141.3,36.9
2021/2/6,AZ ,2024/12/5,643,13644,8.8,6.9,187.5,148.1,32.9
2021/2/13,AZ ,2024/12/5,489,14133,6.7,5.2,194.2,153.3,28.8
2021/2/20,AZ ,2024/12/5,328,14461,4.5,3.4,198.7,156.8,21.5
2021/2/27,AZ ,2024/12/5,236,14697,3.2,2.5,202,159.3,15.8
2021/3/6,AZ ,2024/12/5,181,14878,2.5,1.9,204.5,161.2,12.4
2021/3/13,AZ ,2024/12/5,126,15004,1.7,1.4,206.2,162.6,9.1
2021/3/20,AZ ,2024/12/5,122,15126,1.7,1.3,207.9,163.9,8.9
2021/3/27,AZ ,2024/12/5,71,15197,1,0.8,208.9,164.7,5.6
2021/4/3,AZ ,2024/12/5,52,15249,0.7,0.6,209.6,165.3,3.9
2021/4/10,AZ ,2024/12/5,65,15314,0.9,0.7,210.5,165.9,5.1
2021/4/17,AZ ,2024/12/5,55,15369,0.8,0.6,211.2,166.6,4.2
2021/4/24,AZ ,2024/12/5,46,15415,0.6,0.5,211.9,167.1,3.8
2021/5/1,AZ ,2024/12/5,51,15466,0.7,0.6,212.6,167.6,4.1
2021/5/8,AZ ,2024/12/5,64,15530,0.9,0.7,213.4,168.4,4.6
2021/5/15,AZ ,2024/12/5,58,15588,0.8,0.6,214.2,169,4.5
2021/5/22,AZ ,2024/12/5,55,15643,0.8,0.6,215,169.6,4.3
2021/5/29,AZ ,2024/12/5,47,15690,0.6,0.5,215.6,170.1,3.8
2021/6/5,AZ ,2024/12/5,39,15729,0.5,0.4,216.2,170.5,2.9
2021/6/12,AZ ,2024/12/5,31,15760,0.4,0.3,216.6,170.9,2.4
2021/6/19,AZ ,2024/12/5,45,15805,0.6,0.5,217.2,171.4,3.4
2021/6/26,AZ ,2024/12/5,47,15852,0.6,0.5,217.9,171.9,3.4
2021/7/3,AZ ,2024/12/5,42,15894,0.6,0.4,218.4,172.3,3.2
2021/7/10,AZ ,2024/12/5,43,15937,0.6,0.5,219,172.8,3.3
2021/7/17,AZ ,2024/12/5,57,15994,0.8,0.7,219.8,173.5,4.2
2021/7/24,AZ ,2024/12/5,74,16068,1,0.8,220.8,174.3,5.8
2021/7/31,AZ ,2024/12/5,111,16179,1.5,1.2,222.4,175.5,8.5
2021/8/7,AZ ,2024/12/5,129,16308,1.8,1.5,224.1,177.1,8.6
2021/8/14,AZ ,2024/12/5,165,16473,2.3,1.9,226.4,179,11.2
2021/8/21,AZ ,2024/12/5,183,16656,2.5,2.1,228.9,181.1,12.3
2021/8/28,AZ ,2024/12/5,215,16871,3,2.4,231.9,183.5,13.5
2021/9/4,AZ ,2024/12/5,279,17150,3.8,3.3,235.7,186.8,17.2
2021/9/11,AZ ,2024/12/5,277,17427,3.8,3.2,239.5,190,17.3
2021/9/18,AZ ,2024/12/5,268,17695,3.7,3.1,243.2,193.1,16.6
2021/9/25,AZ ,2024/12/5,289,17984,4,3.3,247.2,196.3,18.2
2021/10/2,AZ ,2024/12/5,266,18250,3.7,3.1,250.8,199.4,16.6
2021/10/9,AZ ,2024/12/5,241,18491,3.3,2.7,254.1,202.1,15.5
2021/10/16,AZ ,2024/12/5,266,18757,3.7,3,257.8,205.1,17.2
2021/10/23,AZ ,2024/12/5,232,18989,3.2,2.6,261,207.7,15.8
2021/10/30,AZ ,2024/12/5,278,19267,3.8,3.1,264.8,210.8,17.7
2021/11/6,AZ ,2024/12/5,261,19528,3.6,2.9,268.4,213.8,16.7
2021/11/13,AZ ,2024/12/5,338,19866,4.6,3.7,273,217.5,20.3
2021/11/20,AZ ,2024/12/5,370,20236,5.1,4.2,278.1,221.8,21.3
2021/11/27,AZ ,2024/12/5,439,20675,6,4.8,284.1,226.5,24.3
2021/12/4,AZ ,2024/12/5,452,21127,6.2,4.9,290.4,231.4,24.9
2021/12/11,AZ ,2024/12/5,532,21659,7.3,5.9,297.7,237.3,27.6
2021/12/18,AZ ,2024/12/5,463,22122,6.4,5.1,304,242.4,25.5
2021/12/25,AZ ,2024/12/5,468,22590,6.4,5.1,310.5,247.5,24.1
2022/1/1,AZ ,2024/12/5,422,23012,5.8,4.7,316.3,252.2,22.9
2022/1/8,AZ ,2024/12/5,419,23431,5.8,4.6,322,256.9,21.4
2022/1/15,AZ ,2024/12/5,450,23881,6.2,5,328.2,261.9,24.6
2022/1/22,AZ ,2024/12/5,486,24367,6.7,5.3,334.9,267.2,26.3
2022/1/29,AZ ,2024/12/5,490,24857,6.7,5.1,341.6,272.4,25.4
2022/2/5,AZ ,2024/12/5,475,25332,6.5,5.1,348.1,277.5,25.5
2022/2/12,AZ ,2024/12/5,387,25719,5.3,4.2,353.5,281.6,21.4
2022/2/19,AZ ,2024/12/5,297,26016,4.1,3.1,357.5,284.8,18.6
2022/2/26,AZ ,2024/12/5,224,26240,3.1,2.4,360.6,287.2,15
2022/3/5,AZ ,2024/12/5,173,26413,2.4,1.9,363,289,11.7
2022/3/12,AZ ,2024/12/5,126,26539,1.7,1.3,364.7,290.3,8.6
2022/3/19,AZ ,2024/12/5,98,26637,1.3,1.1,366.1,291.4,6.9
2022/3/26,AZ ,2024/12/5,68,26705,0.9,0.8,367,292.1,5.1
2022/4/2,AZ ,2024/12/5,44,26749,0.6,0.5,367.6,292.6,3.4
2022/4/9,AZ ,2024/12/5,32,26781,0.4,0.4,368.1,293,2.5
2022/4/16,AZ ,2024/12/5,25,26806,0.3,0.3,368.4,293.2,2
2022/4/23,AZ ,2024/12/5,19,26825,,,368.7,293.4,1.5
2022/4/30,AZ ,2024/12/5,29,26854,0.4,0.3,369.1,293.7,2.2
2022/5/7,AZ ,2024/12/5,22,26876,0.3,0.2,369.4,294,1.7
2022/5/14,AZ ,2024/12/5,24,26900,0.3,0.3,369.7,294.2,1.8
2022/5/21,AZ ,2024/12/5,34,26934,0.5,0.4,370.2,294.6,2.6
2022/5/28,AZ ,2024/12/5,33,26967,0.5,0.4,370.6,294.9,2.5
2022/6/4,AZ ,2024/12/5,36,27003,0.5,0.4,371.1,295.3,2.7
2022/6/11,AZ ,2024/12/5,41,27044,0.6,0.5,371.7,295.8,3.1
2022/6/18,AZ ,2024/12/5,64,27108,0.9,0.7,372.6,296.5,4.5
2022/6/25,AZ ,2024/12/5,56,27164,0.8,0.6,373.3,297.1,4.6
2022/7/2,AZ ,2024/12/5,54,27218,0.7,0.6,374.1,297.7,4.3
2022/7/9,AZ ,2024/12/5,47,27265,0.6,0.5,374.7,298.2,3.5
2022/7/16,AZ ,2024/12/5,57,27322,0.8,0.6,375.5,298.9,3.9
2022/7/23,AZ ,2024/12/5,61,27383,0.8,0.7,376.3,299.5,4.3
2022/7/30,AZ ,2024/12/5,73,27456,1,0.8,377.3,300.3,5.5
2022/8/6,AZ ,2024/12/5,49,27505,0.7,0.5,378,300.9,3.7
2022/8/13,AZ ,2024/12/5,54,27559,0.7,0.6,378.7,301.4,4.1
2022/8/20,AZ ,2024/12/5,45,27604,0.6,0.5,379.4,301.9,3.5
2022/8/27,AZ ,2024/12/5,31,27635,0.4,0.3,379.8,302.3,2.5
2022/9/3,AZ ,2024/12/5,50,27685,0.7,0.5,380.5,302.8,3.7
2022/9/10,AZ ,2024/12/5,34,27719,0.5,0.4,380.9,303.2,2.6
2022/9/17,AZ ,2024/12/5,37,27756,0.5,0.4,381.5,303.6,3
2022/9/24,AZ ,2024/12/5,34,27790,0.5,0.4,381.9,303.9,2.6
2022/10/1,AZ ,2024/12/5,39,27829,0.5,0.4,382.5,304.4,3.1
2022/10/8,AZ ,2024/12/5,25,27854,0.3,0.3,382.8,304.7,1.9
2022/10/15,AZ ,2024/12/5,29,27883,0.4,0.3,383.2,305,2.3
2022/10/22,AZ ,2024/12/5,26,27909,0.4,0.3,383.6,305.3,2.1
2022/10/29,AZ ,2024/12/5,36,27945,0.5,0.4,384.1,305.7,2.7
2022/11/5,AZ ,2024/12/5,47,27992,0.6,0.5,384.7,306.2,3.3
2022/11/12,AZ ,2024/12/5,43,28035,0.6,0.5,385.3,306.6,3.2
2022/11/19,AZ ,2024/12/5,66,28101,0.9,0.7,386.2,307.4,4.6
2022/11/26,AZ ,2024/12/5,83,28184,1.1,0.9,387.3,308.3,5.6
2022/12/3,AZ ,2024/12/5,113,28297,1.6,1.2,388.9,309.5,7.1
2022/12/10,AZ ,2024/12/5,136,28433,1.9,1.5,390.8,310.9,8.9
2022/12/17,AZ ,2024/12/5,123,28556,1.7,1.4,392.5,312.3,8
2022/12/24,AZ ,2024/12/5,111,28667,1.5,1.2,394,313.5,7.2
2022/12/31,AZ ,2024/12/5,89,28756,1.2,1,395.2,314.5,5.8
2023/1/7,AZ ,2024/12/5,89,28845,1.2,1,396.4,315.4,6
2023/1/14,AZ ,2024/12/5,62,28907,0.9,0.7,397.3,316.1,4.2
2023/1/21,AZ ,2024/12/5,42,28949,0.6,0.5,397.9,316.5,2.9
2023/1/28,AZ ,2024/12/5,36,28985,0.5,0.4,398.3,316.9,2.6
2023/2/4,AZ ,2024/12/5,36,29021,0.5,0.4,398.8,317.3,2.4
2023/2/11,AZ ,2024/12/5,29,29050,0.4,0.3,399.2,317.6,2.1
2023/2/18,AZ ,2024/12/5,26,29076,0.4,0.3,399.6,317.9,1.9
2023/2/25,AZ ,2024/12/5,33,29109,0.5,0.4,400.1,318.3,2.3
2023/3/4,AZ ,2024/12/5,33,29142,0.5,0.4,400.5,318.6,2.4
2023/3/11,AZ ,2024/12/5,34,29176,0.5,0.3,401,319,2.4
2023/3/18,AZ ,2024/12/5,38,29214,0.5,0.4,401.5,319.4,2.9
2023/3/25,AZ ,2024/12/5,29,29243,0.4,0.3,401.9,319.7,2.1
2023/4/1,AZ ,2024/12/5,32,29275,0.4,0.3,402.3,320.1,2.3
2023/4/8,AZ ,2024/12/5,25,29300,0.3,0.3,402.7,320.3,1.8
2023/4/15,AZ ,2024/12/5,27,29327,0.4,0.3,403,320.6,1.9
2023/4/22,AZ ,2024/12/5,31,29358,0.4,0.3,403.5,320.9,2.3
2023/4/29,AZ ,2024/12/5,30,29388,0.4,0.3,403.9,321.3,2.2
2023/5/6,AZ ,2024/12/5,33,29421,0.5,0.4,404.3,321.6,2.5
2023/5/13,AZ ,2024/12/5,21,29442,0.3,0.2,404.6,321.9,1.6
2023/5/20,AZ ,2024/12/5,22,29464,0.3,0.2,404.9,322.1,1.7
2023/5/27,AZ ,2024/12/5,33,29497,0.5,0.4,405.4,322.4,2.7
2023/6/3,AZ ,2024/12/5,22,29519,0.3,0.3,405.7,322.7,1.8
2023/6/10,AZ ,2024/12/5,19,29538,,,405.9,322.9,1.5
2023/6/17,AZ ,2024/12/5,24,29562,0.3,0.3,406.3,323.2,2
2023/6/24,AZ ,2024/12/5,13,29575,,,406.5,323.3,1.1
2023/7/1,AZ ,2024/12/5,12,29587,,,406.6,323.4,0.9
2023/7/8,AZ ,2024/12/5,24,29611,0.3,0.3,407,323.7,1.9
2023/7/15,AZ ,2024/12/5,18,29629,,,407.2,323.9,1.4
2023/7/22,AZ ,2024/12/5,19,29648,,,407.5,324.1,1.3
2023/7/29,AZ ,2024/12/5,15,29663,,,407.7,324.3,1
2023/8/5,AZ ,2024/12/5,10,29673,,,407.8,324.4,0.8
2023/8/12,AZ ,2024/12/5,14,29687,,,408,324.5,1.1
2023/8/19,AZ ,2024/12/5,,29694,,,408.1,324.6,
2023/8/26,AZ ,2024/12/5,12,29706,,,408.3,324.7,1
2023/9/2,AZ ,2024/12/5,19,29725,,,408.5,325,1.5
2023/9/9,AZ ,2024/12/5,14,29739,,,408.7,325.1,1.1
2023/9/16,AZ ,2024/12/5,23,29762,0.3,0.2,409,325.4,1.9
2023/9/23,AZ ,2024/12/5,16,29778,,,409.2,325.5,1.2
2023/9/30,AZ ,2024/12/5,17,29795,,,409.5,325.7,1.4
2023/10/7,AZ ,2024/12/5,27,29822,0.4,0.3,409.9,326,2.1
2023/10/14,AZ ,2024/12/5,29,29851,0.4,0.3,410.2,326.3,2.3
2023/10/21,AZ ,2024/12/5,39,29890,0.5,0.4,410.8,326.8,3
2023/10/28,AZ ,2024/12/5,35,29925,0.5,0.4,411.3,327.1,2.8
2023/11/4,AZ ,2024/12/5,28,29953,0.4,0.3,411.7,327.4,2.2
2023/11/11,AZ ,2024/12/5,30,29983,0.4,0.3,412.1,327.8,2.3
2023/11/18,AZ ,2024/12/5,26,30009,0.4,0.3,412.4,328,2
2023/11/25,AZ ,2024/12/5,36,30045,0.5,0.4,412.9,328.4,2.8
2023/12/2,AZ ,2024/12/5,37,30082,0.5,0.4,413.4,328.8,2.7
2023/12/9,AZ ,2024/12/5,43,30125,0.6,0.5,414,329.3,3
2023/12/16,AZ ,2024/12/5,47,30172,0.6,0.5,414.7,329.8,3.5
2023/12/23,AZ ,2024/12/5,34,30206,0.5,0.4,415.1,330.2,2.3
2023/12/30,AZ ,2024/12/5,36,30242,0.5,0.4,415.6,330.6,2.6
2024/1/6,AZ ,2024/12/5,40,30282,0.5,0.4,416.2,331,2.6
2024/1/13,AZ ,2024/12/5,53,30335,0.7,0.6,416.9,331.6,3.4
2024/1/20,AZ ,2024/12/5,40,30375,0.5,0.4,417.5,332,2.6
