week_ending_date,state,data_as_of,COVID_deaths_weekly,COVID_deaths_total,crude_COVID_rate_weekly,aa_COVID_rate_weekly,crude_COVID_rate_total,aa_COVID_rate_total,COVID_pct_of_total_weekly
2023/4/22,OR ,2024/12/5,15,9116,,,214.7,173.3,1.8
2023/4/29,OR ,2024/12/5,14,9130,,,215,173.6,1.7
2023/5/6,OR ,2024/12/5,19,9149,,,215.5,173.9,2.5
2023/5/13,OR ,2024/12/5,,9157,,,215.7,174.1,
2023/5/20,OR ,2024/12/5,12,9169,,,215.9,174.3,1.6
2023/5/27,OR ,2024/12/5,10,9179,,,216.2,174.5,1.4
2023/6/3,OR ,2024/12/5,,9187,,,216.4,174.7,
2023/6/10,OR ,2024/12/5,,9196,,,216.6,174.8,
2023/6/17,OR ,2024/12/5,18,9214,,,217,175.2,2.3
2023/6/24,OR ,2024/12/5,,9223,,,217.2,175.3,
2023/7/1,OR ,2024/12/5,10,9233,,,217.4,175.5,1.3
2023/7/8,OR ,2024/12/5,,9239,,,217.6,175.7,
2023/7/15,OR ,2024/12/5,,9248,,,217.8,175.8,
2023/7/22,OR ,2024/12/5,11,9259,,,218.1,176,1.4
2023/7/29,OR ,2024/12/5,,9266,,,218.2,176.2,
2023/8/5,OR ,2024/12/5,,9271,,,218.3,176.3,
2023/8/12,OR ,2024/12/5,11,9282,,,218.6,176.5,1.4
2023/8/19,OR ,2024/12/5,,9291,,,218.8,176.7,
2023/8/26,OR ,2024/12/5,11,9302,,,219.1,176.9,1.5
2023/9/2,OR ,2024/12/5,,9310,,,219.3,177.1,
2023/9/9,OR ,2024/12/5,12,9322,,,219.5,177.3,1.6
2023/9/16,OR ,2024/12/5,20,9342,0.5,0.4,220,177.7,2.5
2023/9/23,OR ,2024/12/5,24,9366,0.6,0.5,220.6,178.1,2.9
2023/9/30,OR ,2024/12/5,27,9393,0.6,0.5,221.2,178.6,3.3
2023/10/7,OR ,2024/12/5,22,9415,0.5,0.4,221.7,179.1,2.6
2023/10/14,OR ,2024/12/5,29,9444,0.7,0.6,222.4,179.6,3.4
2023/10/21,OR ,2024/12/5,22,9466,0.5,0.4,222.9,180.1,2.5
2023/10/28,OR ,2024/12/5,26,9492,0.6,0.5,223.5,180.5,3.5
2023/11/4,OR ,2024/12/5,27,9519,0.6,0.5,224.2,181,3.2
2023/11/11,OR ,2024/12/5,19,9538,,,224.6,181.4,2.4
2023/11/18,OR ,2024/12/5,28,9566,0.7,0.5,225.3,182,3.5
2023/11/25,OR ,2024/12/5,15,9581,,,225.6,182.3,1.8
2023/12/2,OR ,2024/12/5,20,9601,0.5,0.4,226.1,182.7,2.2
2023/12/9,OR ,2024/12/5,20,9621,0.5,0.4,226.6,183,2.4
2023/12/16,OR ,2024/12/5,19,9640,,,227,183.4,2.3
2023/12/23,OR ,2024/12/5,17,9657,,,227.4,183.7,2.1
2023/12/30,OR ,2024/12/5,26,9683,0.6,0.5,228,184.2,2.9
2024/1/6,OR ,2024/12/5,21,9704,0.5,0.4,228.5,184.6,2.4
2024/1/13,OR ,2024/12/5,22,9726,0.5,0.4,229.1,185,2.5
2024/1/20,OR ,2024/12/5,22,9748,0.5,0.4,229.6,185.5,2.4
2024/1/27,OR ,2024/12/5,16,9764,,,229.9,185.8,1.7
2024/2/3,OR ,2024/12/5,15,9779,,,230.3,186.1,1.8
2024/2/10,OR ,2024/12/5,14,9793,,,230.6,186.3,1.6
2024/2/17,OR ,2024/12/5,13,9806,,,230.9,186.6,1.6
2024/2/24,OR ,2024/12/5,14,9820,,,231.3,186.9,1.6
2024/3/2,OR ,2024/12/5,20,9840,0.5,0.4,231.7,187.3,2.4
2024/3/9,OR ,2024/12/5,10,9850,,,232,187.4,1.2
2024/3/16,OR ,2024/12/5,16,9866,,,232.4,187.8,1.9
2024/3/23,OR ,2024/12/5,14,9880,,,232.7,188,1.8
2024/3/30,OR ,2024/12/5,,9889,,,232.9,188.2,
2024/4/6,OR ,2024/12/5,,9892,,,233,188.3,
2024/4/13,OR ,2024/12/5,,9899,,,233.1,188.4,
2024/4/20,OR ,2024/12/5,,9907,,,233.3,188.6,
2024/4/27,OR ,2024/12/5,,9912,,,233.4,188.7,
2024/5/4,OR ,2024/12/5,,9918,,,233.6,188.8,
2024/5/11,OR ,2024/12/5,,9921,,,233.6,188.8,
2024/5/18,OR ,2024/12/5,,9922,,,233.7,188.9,
2024/5/25,OR ,2024/12/5,,9929,,,233.8,189,
2024/6/1,OR ,2024/12/5,,9935,,,234,189.1,
2024/6/8,OR ,2024/12/5,,9939,,,234.1,189.2,
2024/6/15,OR ,2024/12/5,,9947,,,234.3,189.3,
2024/6/22,OR ,2024/12/5,,9949,,,234.3,189.4,
2024/6/29,OR ,2024/12/5,,9956,,,234.5,189.5,
2024/7/6,OR ,2024/12/5,10,9966,,,234.7,189.7,1.3
2024/7/13,OR ,2024/12/5,15,9981,,,235.1,190,1.9
2024/7/20,OR ,2024/12/5,13,9994,,,235.4,190.3,1.7
2024/7/27,OR ,2024/12/5,13,10007,,,235.7,190.5,1.7
2024/8/3,OR ,2024/12/5,11,10018,,,235.9,190.7,1.4
2024/8/10,OR ,2024/12/5,15,10033,,,236.3,191,2
2024/8/17,OR ,2024/12/5,19,10052,,,236.7,191.4,2.3
2024/8/24,OR ,2024/12/5,13,10065,,,237,191.6,1.7
2024/8/31,OR ,2024/12/5,,10074,,,237.2,191.8,
2024/9/7,OR ,2024/12/5,14,10088,,,237.6,192.1,1.9
2024/9/14,OR ,2024/12/5,16,10104,,,238,192.4,2.1
2024/9/21,OR ,2024/12/5,20,10124,0.5,0.4,238.4,192.8,2.8
2024/9/28,OR ,2024/12/5,17,10141,,,238.8,193.1,2.2
2024/10/5,OR ,2024/12/5,11,10152,,,239.1,193.3,1.5
2024/10/12,OR ,2024/12/5,19,10171,,,239.5,193.7,2.3
2024/10/19,OR ,2024/12/5,,10180,,,239.7,193.9,
2024/10/26,OR ,2024/12/5,14,10194,,,240.1,194.1,1.9
2024/11/2,OR ,2024/12/5,,10202,,,240.3,194.3,
2024/11/9,OR ,2024/12/5,,10209,,,240.4,194.4,
2024/11/16,OR ,2024/12/5,,10213,,,240.5,194.5,
2024/11/23,OR ,2024/12/5,,10219,,,240.7,194.6,
2024/11/30,OR ,2024/12/5,,10222,,,240.7,194.7,
2020/1/4,PA ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,PA ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,PA ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,PA ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,PA ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,PA ,2024/12/5,0,0,0,0,0,0,0
2020/2/15,PA ,2024/12/5,0,0,0,0,0,0,0
2020/2/22,PA ,2024/12/5,0,0,0,0,0,0,0
2020/2/29,PA ,2024/12/5,0,0,0,0,0,0,0
2020/3/7,PA ,2024/12/5,0,0,0,0,0,0,0
2020/3/14,PA ,2024/12/5,0,0,0,0,0,0,0
2020/3/21,PA ,2024/12/5,,,,,,,
2020/3/28,PA ,2024/12/5,53,58,0.4,0.3,0.4,0.3,2
2020/4/4,PA ,2024/12/5,210,268,1.6,1.2,2.1,1.5,7
2020/4/11,PA ,2024/12/5,627,895,4.8,3.4,6.9,4.9,18.2
2020/4/18,PA ,2024/12/5,914,1809,7.1,5.1,14,10,24.5
2020/4/25,PA ,2024/12/5,1069,2878,8.2,5.9,22.2,15.9,28.1
2020/5/2,PA ,2024/12/5,934,3812,7.2,5.1,29.4,21.1,26.3
2020/5/9,PA ,2024/12/5,829,4641,6.4,4.5,35.8,25.6,24.3
2020/5/16,PA ,2024/12/5,710,5351,5.5,3.9,41.3,29.5,21.9
2020/5/23,PA ,2024/12/5,509,5860,3.9,2.8,45.2,32.4,17.2
2020/5/30,PA ,2024/12/5,359,6219,2.8,2,48,34.3,12.9
2020/6/6,PA ,2024/12/5,273,6492,2.1,1.5,50.1,35.8,10.1
2020/6/13,PA ,2024/12/5,208,6700,1.6,1.2,51.7,37,8.2
2020/6/20,PA ,2024/12/5,176,6876,1.4,1,53,38,6.8
2020/6/27,PA ,2024/12/5,143,7019,1.1,0.8,54.1,38.8,5.6
2020/7/4,PA ,2024/12/5,134,7153,1,0.8,55.2,39.5,5.2
2020/7/11,PA ,2024/12/5,123,7276,0.9,0.7,56.1,40.2,4.6
2020/7/18,PA ,2024/12/5,110,7386,0.8,0.6,57,40.8,4.3
2020/7/25,PA ,2024/12/5,91,7477,0.7,0.5,57.7,41.4,3.6
2020/8/1,PA ,2024/12/5,103,7580,0.8,0.6,58.5,41.9,3.9
2020/8/8,PA ,2024/12/5,139,7719,1.1,0.8,59.5,42.7,5.5
2020/8/15,PA ,2024/12/5,131,7850,1,0.7,60.6,43.4,4.9
2020/8/22,PA ,2024/12/5,99,7949,0.8,0.6,61.3,44,3.8
2020/8/29,PA ,2024/12/5,101,8050,0.8,0.6,62.1,44.6,3.9
2020/9/5,PA ,2024/12/5,88,8138,0.7,0.5,62.8,45,3.4
2020/9/12,PA ,2024/12/5,98,8236,0.8,0.6,63.5,45.6,3.8
2020/9/19,PA ,2024/12/5,87,8323,0.7,0.5,64.2,46.1,3.3
2020/9/26,PA ,2024/12/5,91,8414,0.7,0.5,64.9,46.6,3.4
2020/10/3,PA ,2024/12/5,121,8535,0.9,0.7,65.8,47.3,4.6
2020/10/10,PA ,2024/12/5,146,8681,1.1,0.8,67,48.1,5.3
2020/10/17,PA ,2024/12/5,152,8833,1.2,0.8,68.1,48.9,5.8
2020/10/24,PA ,2024/12/5,173,9006,1.3,1,69.5,49.9,6.3
2020/10/31,PA ,2024/12/5,194,9200,1.5,1.1,71,51,7
2020/11/7,PA ,2024/12/5,310,9510,2.4,1.7,73.4,52.7,10.5
2020/11/14,PA ,2024/12/5,431,9941,3.3,2.4,76.7,55.1,14
2020/11/21,PA ,2024/12/5,643,10584,5,3.6,81.6,58.7,19.2
2020/11/28,PA ,2024/12/5,881,11465,6.8,4.8,88.4,63.5,24.3
2020/12/5,PA ,2024/12/5,1158,12623,8.9,6.4,97.4,69.9,29.9
2020/12/12,PA ,2024/12/5,1432,14055,11,7.9,108.4,77.9,33.1
2020/12/19,PA ,2024/12/5,1507,15562,11.6,8.3,120,86.2,34.1
2020/12/26,PA ,2024/12/5,1583,17145,12.2,8.7,132.3,94.9,35.4
2021/1/2,PA ,2024/12/5,1497,18642,11.5,8.2,143.8,103.2,34.1
2021/1/9,PA ,2024/12/5,1269,19911,9.8,7,153.6,110.2,32
2021/1/16,PA ,2024/12/5,1123,21034,8.7,6.2,162.2,116.3,28.9
2021/1/23,PA ,2024/12/5,1049,22083,8.1,5.8,170.3,122.1,27.3
2021/1/30,PA ,2024/12/5,873,22956,6.7,4.8,177.1,126.9,24.3
2021/2/6,PA ,2024/12/5,678,23634,5.2,3.8,182.3,130.7,20
2021/2/13,PA ,2024/12/5,541,24175,4.2,3,186.5,133.7,16.8
2021/2/20,PA ,2024/12/5,435,24610,3.4,2.4,189.8,136.1,14
2021/2/27,PA ,2024/12/5,335,24945,2.6,1.9,192.4,138,11.5
2021/3/6,PA ,2024/12/5,267,25212,2.1,1.5,194.5,139.4,9.6
2021/3/13,PA ,2024/12/5,236,25448,1.8,1.3,196.3,140.8,8.7
2021/3/20,PA ,2024/12/5,209,25657,1.6,1.2,197.9,141.9,7.4
2021/3/27,PA ,2024/12/5,213,25870,1.6,1.2,199.6,143.1,7.8
2021/4/3,PA ,2024/12/5,231,26101,1.8,1.3,201.3,144.4,8.8
2021/4/10,PA ,2024/12/5,253,26354,2,1.4,203.3,145.8,9.2
2021/4/17,PA ,2024/12/5,321,26675,2.5,1.8,205.8,147.7,11.3
2021/4/24,PA ,2024/12/5,342,27017,2.6,1.9,208.4,149.6,12.2
2021/5/1,PA ,2024/12/5,263,27280,2,1.5,210.4,151.1,9.7
2021/5/8,PA ,2024/12/5,276,27556,2.1,1.5,212.6,152.6,10
2021/5/15,PA ,2024/12/5,206,27762,1.6,1.1,214.1,153.8,7.6
2021/5/22,PA ,2024/12/5,203,27965,1.6,1.2,215.7,154.9,7.5
2021/5/29,PA ,2024/12/5,146,28111,1.1,0.8,216.8,155.8,5.7
2021/6/5,PA ,2024/12/5,118,28229,0.9,0.7,217.7,156.4,4.5
2021/6/12,PA ,2024/12/5,98,28327,0.8,0.6,218.5,157,4
2021/6/19,PA ,2024/12/5,82,28409,0.6,0.5,219.1,157.5,3.3
2021/6/26,PA ,2024/12/5,54,28463,0.4,0.3,219.6,157.8,2.2
2021/7/3,PA ,2024/12/5,37,28500,0.3,0.2,219.8,158,1.5
2021/7/10,PA ,2024/12/5,35,28535,0.3,0.2,220.1,158.2,1.4
2021/7/17,PA ,2024/12/5,44,28579,0.3,0.2,220.4,158.4,1.8
2021/7/24,PA ,2024/12/5,32,28611,0.2,0.2,220.7,158.6,1.3
2021/7/31,PA ,2024/12/5,48,28659,0.4,0.3,221.1,158.9,1.9
2021/8/7,PA ,2024/12/5,73,28732,0.6,0.5,221.6,159.4,2.9
2021/8/14,PA ,2024/12/5,89,28821,0.7,0.5,222.3,159.9,3.4
2021/8/21,PA ,2024/12/5,128,28949,1,0.7,223.3,160.6,4.9
2021/8/28,PA ,2024/12/5,193,29142,1.5,1.1,224.8,161.8,7.1
2021/9/4,PA ,2024/12/5,238,29380,1.8,1.4,226.6,163.1,8.4
2021/9/11,PA ,2024/12/5,263,29643,2,1.5,228.7,164.6,9.5
2021/9/18,PA ,2024/12/5,325,29968,2.5,1.9,231.2,166.6,11.1
2021/9/25,PA ,2024/12/5,366,30334,2.8,2.1,234,168.7,12.4
2021/10/2,PA ,2024/12/5,432,30766,3.3,2.5,237.3,171.2,13.7
2021/10/9,PA ,2024/12/5,482,31248,3.7,2.7,241,174,15.6
2021/10/16,PA ,2024/12/5,511,31759,3.9,2.9,245,176.8,16.5
2021/10/23,PA ,2024/12/5,498,32257,3.8,2.9,248.8,179.7,16.3
2021/10/30,PA ,2024/12/5,512,32769,3.9,2.9,252.8,182.6,15.9
2021/11/6,PA ,2024/12/5,457,33226,3.5,2.6,256.3,185.3,14.8
2021/11/13,PA ,2024/12/5,492,33718,3.8,2.8,260.1,188.1,15.1
2021/11/20,PA ,2024/12/5,527,34245,4.1,3,264.2,191.1,16.4
2021/11/27,PA ,2024/12/5,625,34870,4.8,3.5,269,194.6,18.1
2021/12/4,PA ,2024/12/5,727,35597,5.6,4.1,274.6,198.8,20.1
2021/12/11,PA ,2024/12/5,806,36403,6.2,4.5,280.8,203.3,22.1
2021/12/18,PA ,2024/12/5,841,37244,6.5,4.8,287.3,208.1,22.8
2021/12/25,PA ,2024/12/5,821,38065,6.3,4.7,293.6,212.8,22.8
2022/1/1,PA ,2024/12/5,820,38885,6.3,4.7,299.9,217.5,22.4
2022/1/8,PA ,2024/12/5,964,39849,7.4,5.5,307.4,223,23.8
2022/1/15,PA ,2024/12/5,1134,40983,8.7,6.4,316.1,229.4,27.8
2022/1/22,PA ,2024/12/5,1092,42075,8.4,6.2,324.6,235.6,27
2022/1/29,PA ,2024/12/5,940,43015,7.3,5.3,331.8,240.9,24.6
2022/2/5,PA ,2024/12/5,781,43796,6,4.4,337.8,245.3,22.1
2022/2/12,PA ,2024/12/5,573,44369,4.4,3.2,342.2,248.5,17
2022/2/19,PA ,2024/12/5,416,44785,3.2,2.3,345.5,250.8,13.7
2022/2/26,PA ,2024/12/5,320,45105,2.5,1.8,347.9,252.7,11.1
2022/3/5,PA ,2024/12/5,219,45324,1.7,1.2,349.6,253.8,7.6
2022/3/12,PA ,2024/12/5,156,45480,1.2,0.9,350.8,254.7,5.7
2022/3/19,PA ,2024/12/5,133,45613,1,0.8,351.8,255.5,5
2022/3/26,PA ,2024/12/5,95,45708,0.7,0.5,352.6,256,3.6
2022/4/2,PA ,2024/12/5,78,45786,0.6,0.4,353.2,256.4,2.9
2022/4/9,PA ,2024/12/5,64,45850,0.5,0.4,353.7,256.8,2.5
2022/4/16,PA ,2024/12/5,71,45921,0.5,0.4,354.2,257.2,2.7
2022/4/23,PA ,2024/12/5,55,45976,0.4,0.3,354.6,257.5,2.2
2022/4/30,PA ,2024/12/5,79,46055,0.6,0.5,355.3,258,3.1
2022/5/7,PA ,2024/12/5,76,46131,0.6,0.4,355.8,258.4,2.9
2022/5/14,PA ,2024/12/5,97,46228,0.7,0.5,356.6,259,3.7
2022/5/21,PA ,2024/12/5,108,46336,0.8,0.6,357.4,259.6,4.3
2022/5/28,PA ,2024/12/5,127,46463,1,0.7,358.4,260.3,5
2022/6/4,PA ,2024/12/5,145,46608,1.1,0.8,359.5,261.1,5.6
2022/6/11,PA ,2024/12/5,132,46740,1,0.7,360.5,261.9,5.2
2022/6/18,PA ,2024/12/5,114,46854,0.9,0.6,361.4,262.5,4.5
2022/6/25,PA ,2024/12/5,86,46940,0.7,0.5,362.1,263,3.3
2022/7/2,PA ,2024/12/5,103,47043,0.8,0.6,362.9,263.5,3.9
2022/7/9,PA ,2024/12/5,103,47146,0.8,0.6,363.7,264.1,4
2022/7/16,PA ,2024/12/5,95,47241,0.7,0.5,364.4,264.6,3.8
2022/7/23,PA ,2024/12/5,113,47354,0.9,0.6,365.3,265.3,4.4
2022/7/30,PA ,2024/12/5,102,47456,0.8,0.6,366.1,265.9,4
2022/8/6,PA ,2024/12/5,113,47569,0.9,0.6,366.9,266.5,4.5
2022/8/13,PA ,2024/12/5,126,47695,1,0.7,367.9,267.2,5
2022/8/20,PA ,2024/12/5,124,47819,1,0.7,368.9,267.9,4.8
2022/8/27,PA ,2024/12/5,123,47942,0.9,0.7,369.8,268.6,4.7
2022/9/3,PA ,2024/12/5,121,48063,0.9,0.7,370.7,269.3,4.8
2022/9/10,PA ,2024/12/5,143,48206,1.1,0.8,371.8,270.1,5.6
2022/9/17,PA ,2024/12/5,113,48319,0.9,0.6,372.7,270.7,4.4
2022/9/24,PA ,2024/12/5,123,48442,0.9,0.7,373.7,271.4,4.7
2022/10/1,PA ,2024/12/5,117,48559,0.9,0.7,374.6,272.1,4.4
2022/10/8,PA ,2024/12/5,134,48693,1,0.7,375.6,272.8,4.9
2022/10/15,PA ,2024/12/5,132,48825,1,0.7,376.6,273.5,4.7
2022/10/22,PA ,2024/12/5,133,48958,1,0.7,377.6,274.3,4.9
2022/10/29,PA ,2024/12/5,159,49117,1.2,0.9,378.9,275.2,5.7
2022/11/5,PA ,2024/12/5,141,49258,1.1,0.8,380,276,5
2022/11/12,PA ,2024/12/5,138,49396,1.1,0.8,381,276.7,5.1
2022/11/19,PA ,2024/12/5,144,49540,1.1,0.8,382.1,277.5,5.3
2022/11/26,PA ,2024/12/5,134,49674,1,0.7,383.2,278.3,4.7
2022/12/3,PA ,2024/12/5,133,49807,1,0.7,384.2,279,4.5
2022/12/10,PA ,2024/12/5,121,49928,0.9,0.7,385.1,279.7,4.1
2022/12/17,PA ,2024/12/5,138,50066,1.1,0.8,386.2,280.5,4.6
2022/12/24,PA ,2024/12/5,144,50210,1.1,0.8,387.3,281.3,4.7
2022/12/31,PA ,2024/12/5,171,50381,1.3,1,388.6,282.2,5.2
2023/1/7,PA ,2024/12/5,202,50583,1.6,1.1,390.2,283.4,6.3
2023/1/14,PA ,2024/12/5,172,50755,1.3,1,391.5,284.3,5.8
2023/1/21,PA ,2024/12/5,177,50932,1.4,1,392.9,285.3,6.1
2023/1/28,PA ,2024/12/5,143,51075,1.1,0.8,394,286.1,5.2
2023/2/4,PA ,2024/12/5,147,51222,1.1,0.8,395.1,286.9,5.3
2023/2/11,PA ,2024/12/5,119,51341,0.9,0.7,396,287.6,4.2
2023/2/18,PA ,2024/12/5,114,51455,0.9,0.6,396.9,288.2,4.1
2023/2/25,PA ,2024/12/5,109,51564,0.8,0.6,397.7,288.8,4
2023/3/4,PA ,2024/12/5,115,51679,0.9,0.6,398.6,289.5,4.2
2023/3/11,PA ,2024/12/5,94,51773,0.7,0.5,399.4,290,3.5
2023/3/18,PA ,2024/12/5,96,51869,0.7,0.5,400.1,290.5,3.5
2023/3/25,PA ,2024/12/5,87,51956,0.7,0.5,400.8,291,3.1
2023/4/1,PA ,2024/12/5,75,52031,0.6,0.4,401.3,291.4,2.7
2023/4/8,PA ,2024/12/5,71,52102,0.5,0.4,401.9,291.8,2.7
2023/4/15,PA ,2024/12/5,64,52166,0.5,0.4,402.4,292.2,2.4
2023/4/22,PA ,2024/12/5,44,52210,0.3,0.3,402.7,292.4,1.7
2023/4/29,PA ,2024/12/5,36,52246,0.3,0.2,403,292.7,1.4
2023/5/6,PA ,2024/12/5,34,52280,0.3,0.2,403.3,292.9,1.3
2023/5/13,PA ,2024/12/5,33,52313,0.3,0.2,403.5,293,1.2
2023/5/20,PA ,2024/12/5,31,52344,0.2,0.2,403.8,293.2,1.2
2023/5/27,PA ,2024/12/5,29,52373,0.2,0.2,404,293.4,1.2
2023/6/3,PA ,2024/12/5,20,52393,0.2,0.1,404.1,293.5,0.8
2023/6/10,PA ,2024/12/5,37,52430,0.3,0.2,404.4,293.7,1.5
2023/6/17,PA ,2024/12/5,25,52455,0.2,0.1,404.6,293.9,1
2023/6/24,PA ,2024/12/5,16,52471,,,404.7,294,0.7
2023/7/1,PA ,2024/12/5,22,52493,0.2,0.1,404.9,294.1,0.9
2023/7/8,PA ,2024/12/5,14,52507,,,405,294.2,0.6
2023/7/15,PA ,2024/12/5,17,52524,,,405.2,294.2,0.7
2023/7/22,PA ,2024/12/5,16,52540,,,405.3,294.3,0.7
2023/7/29,PA ,2024/12/5,20,52560,0.2,0.1,405.4,294.4,0.9
2023/8/5,PA ,2024/12/5,22,52582,0.2,0.1,405.6,294.6,0.9
2023/8/12,PA ,2024/12/5,24,52606,0.2,0.1,405.8,294.7,1
2023/8/19,PA ,2024/12/5,30,52636,0.2,0.2,406,294.9,1.3
2023/8/26,PA ,2024/12/5,41,52677,0.3,0.2,406.3,295.1,1.7
2023/9/2,PA ,2024/12/5,48,52725,0.4,0.3,406.7,295.4,2
2023/9/9,PA ,2024/12/5,58,52783,0.4,0.3,407.1,295.7,2.3
2023/9/16,PA ,2024/12/5,57,52840,0.4,0.3,407.6,296,2.4
2023/9/23,PA ,2024/12/5,58,52898,0.4,0.3,408,296.3,2.4
2023/9/30,PA ,2024/12/5,62,52960,0.5,0.3,408.5,296.7,2.4
2023/10/7,PA ,2024/12/5,65,53025,0.5,0.4,409,297,2.4
2023/10/14,PA ,2024/12/5,65,53090,0.5,0.4,409.5,297.4,2.5
2023/10/21,PA ,2024/12/5,87,53177,0.7,0.5,410.2,297.9,3.3
2023/10/28,PA ,2024/12/5,89,53266,0.7,0.5,410.9,298.4,3.3
2023/11/4,PA ,2024/12/5,67,53333,0.5,0.4,411.4,298.7,2.6
2023/11/11,PA ,2024/12/5,85,53418,0.7,0.5,412,299.2,3.1
2023/11/18,PA ,2024/12/5,85,53503,0.7,0.5,412.7,299.7,3.1
2023/11/25,PA ,2024/12/5,82,53585,0.6,0.5,413.3,300.2,3
2023/12/2,PA ,2024/12/5,99,53684,0.8,0.5,414.1,300.7,3.4
2023/12/9,PA ,2024/12/5,91,53775,0.7,0.5,414.8,301.2,3.1
2023/12/16,PA ,2024/12/5,93,53868,0.7,0.5,415.5,301.7,3.4
2023/12/23,PA ,2024/12/5,101,53969,0.8,0.6,416.3,302.3,3.6
2023/12/30,PA ,2024/12/5,117,54086,0.9,0.6,417.2,302.9,4
2024/1/6,PA ,2024/12/5,128,54214,1,0.7,418.2,303.7,4.4
2024/1/13,PA ,2024/12/5,140,54354,1.1,0.8,419.3,304.5,4.6
2024/1/20,PA ,2024/12/5,130,54484,1,0.7,420.3,305.2,4.3
2024/1/27,PA ,2024/12/5,116,54600,0.9,0.7,421.2,305.9,4
2024/2/3,PA ,2024/12/5,90,54690,0.7,0.5,421.9,306.4,3.1
2024/2/10,PA ,2024/12/5,68,54758,0.5,0.4,422.4,306.7,2.5
2024/2/17,PA ,2024/12/5,64,54822,0.5,0.4,422.9,307.1,2.4
2024/2/24,PA ,2024/12/5,53,54875,0.4,0.3,423.3,307.4,1.9
2024/3/2,PA ,2024/12/5,54,54929,0.4,0.3,423.7,307.7,2
2024/3/9,PA ,2024/12/5,38,54967,0.3,0.2,424,307.9,1.4
2024/3/16,PA ,2024/12/5,44,55011,0.3,0.3,424.3,308.1,1.7
2024/3/23,PA ,2024/12/5,33,55044,0.3,0.2,424.6,308.3,1.3
2024/3/30,PA ,2024/12/5,34,55078,0.3,0.2,424.9,308.5,1.3
2024/4/6,PA ,2024/12/5,28,55106,0.2,0.2,425.1,308.7,1.1
2024/4/13,PA ,2024/12/5,27,55133,0.2,0.1,425.3,308.8,1
2024/4/20,PA ,2024/12/5,28,55161,0.2,0.2,425.5,309,1.1
2024/4/27,PA ,2024/12/5,18,55179,,,425.6,309.1,0.7
2024/5/4,PA ,2024/12/5,13,55192,,,425.7,309.1,0.5
2024/5/11,PA ,2024/12/5,14,55206,,,425.8,309.2,0.6
2024/5/18,PA ,2024/12/5,,55215,,,425.9,309.3,
2024/5/25,PA ,2024/12/5,11,55226,,,426,309.3,0.4
2024/6/1,PA ,2024/12/5,10,55236,,,426.1,309.4,0.4
2024/6/8,PA ,2024/12/5,12,55248,,,426.2,309.5,0.5
2024/6/15,PA ,2024/12/5,11,55259,,,426.2,309.5,0.4
2024/6/22,PA ,2024/12/5,13,55272,,,426.3,309.6,0.5
2024/6/29,PA ,2024/12/5,11,55283,,,426.4,309.7,0.4
2024/7/6,PA ,2024/12/5,11,55294,,,426.5,309.7,0.5
2024/7/13,PA ,2024/12/5,24,55318,0.2,0.1,426.7,309.9,1
2024/7/20,PA ,2024/12/5,17,55335,,,426.8,309.9,0.7
2024/7/27,PA ,2024/12/5,36,55371,0.3,0.2,427.1,310.2,1.5
2024/8/3,PA ,2024/12/5,25,55396,0.2,0.1,427.3,310.3,1
2024/8/10,PA ,2024/12/5,35,55431,0.3,0.2,427.6,310.5,1.5
2024/8/17,PA ,2024/12/5,32,55463,0.2,0.2,427.8,310.7,1.3
2024/8/24,PA ,2024/12/5,53,55516,0.4,0.3,428.2,311,2.2
2024/8/31,PA ,2024/12/5,64,55580,0.5,0.3,428.7,311.3,2.7
2024/9/7,PA ,2024/12/5,59,55639,0.5,0.3,429.2,311.6,2.4
2024/9/14,PA ,2024/12/5,68,55707,0.5,0.4,429.7,312,2.6
2024/9/21,PA ,2024/12/5,57,55764,0.4,0.3,430.1,312.3,2.3
2024/9/28,PA ,2024/12/5,53,55817,0.4,0.3,430.6,312.6,2.2
2024/10/5,PA ,2024/12/5,65,55882,0.5,0.4,431.1,313,2.7
2024/10/12,PA ,2024/12/5,42,55924,0.3,0.2,431.4,313.2,1.7
2024/10/19,PA ,2024/12/5,45,55969,0.3,0.2,431.7,313.5,1.7
2024/10/26,PA ,2024/12/5,36,56005,0.3,0.2,432,313.7,1.4
2024/11/2,PA ,2024/12/5,32,56037,0.2,0.2,432.2,313.8,1.3
2024/11/9,PA ,2024/12/5,39,56076,0.3,0.2,432.5,314,1.6
2024/11/16,PA ,2024/12/5,31,56107,0.2,0.2,432.8,314.2,1.4
2024/11/23,PA ,2024/12/5,22,56129,0.2,0.1,433,314.3,1.6
2024/11/30,PA ,2024/12/5,12,56141,,,433.1,314.4,1.9
2020/1/4,RI ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,RI ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,RI ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,RI ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,RI ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,RI ,2024/12/5,0,0,0,0,0,0,0
